idx	err_cv1	err_cv2	err_pressure_drop	err_temp_std	err_max_temp	row_max_err_5obj
111	1.656113453	6.675170072	0.048965823	0.91417285	0.025061765	6.675170072
112	3.513072856	1.762123161	0.467604465	1.197088836	0.01043869	3.513072856
113	4.18881947	1.882257985	0.32025069	1.644067709	0.04949804	4.18881947
114	1.880283932	46.46056856	0.343510238	0.987064519	0.000451154	46.46056856
115	2.392118387	4.101794938	1.622922827	0.663600527	0.034238746	4.101794938
116	3.247239829	22.40055904	0.931188734	0.545373227	0.009273451	22.40055904
117	1.91879179	1.630267073	2.680834143	0.575892551	0.01868522	2.680834143
118	4.415139551	29.22999208	0.178019982	0.097690699	0.006040434	29.22999208
119	1.344711746	2.999246763	1.350789717	1.683693207	0.027484575	2.999246763
120	2.384976157	3.10208941	0.489553966	0.229547807	0.001972778	3.10208941
121	0.452091087	7.175610951	1.166477686	1.048151456	0.029555491	7.175610951
122	6.018687593	9.376934847	3.635624592	1.01131587	0.012067382	9.376934847
123	1.014623872	8.720948552	0.573938525	0.191898939	0.00376133	8.720948552
124	0.859164842	4.410489465	0.992887965	1.914176057	0.026158407	4.410489465
125	9.378914388	23.77075847	0.779476812	0.685116662	0.012747768	23.77075847
126	2.133733279	10.70631368	0.754385738	0.469080244	0.00995603	10.70631368
127	2.869528904	47.10204646	0.8322712	0.524289079	0.017258872	47.10204646
128	6.508029253	6.242114888	0.485057177	0.950130738	0.001979076	6.508029253
129	1.460164103	14.72245633	0.026108053	0.016877906	0.018842152	14.72245633
130	4.155174071	35.5310336	0.452252871	1.203044786	0.031248556	35.5310336
131	0.069307254	6.614274005	0.417858054	0.201802288	0.058163942	6.614274005
132	0.76036537	20.12109374	0.731988449	0.219415229	0.03814145	20.12109374
133	12.2932005	4.478805298	1.004252889	1.683444381	0.019085007	12.2932005
134	1.235445843	2.69059837	1.192327274	0.728706075	0.010164391	2.69059837
135	6.280235888	2.036629583	0.143784385	1.087414608	0.005545821	6.280235888
136	4.685785415	18.46024941	0.422976347	1.60992507	0.018346113	18.46024941
137	3.788281526	2.741977264	1.05673134	0.897796598	0.018869936	3.788281526
138	1.409524135	4.794421125	0.351105554	0.035471204	0.012556279	4.794421125
139	0.713568185	0.270060343	1.854698219	1.240905176	0.022741742	1.854698219
140	2.746376798	0.772482489	0.190591113	0.120811958	0.007199301	2.746376798
141	3.361592144	3.157366432	0.286292808	0.559536257	0.04064272	3.361592144
142	4.392177936	1.665724645	0.028522484	2.335817769	0.001110896	4.392177936
143	7.192209493	6.704017675	1.547100033	0.030121874	0.018078097	7.192209493
144	9.457879911	1.980872377	1.605429609	0.280961137	0.005141289	9.457879911
145	3.277379542	15.59740573	1.452699705	2.278965619	0.026123817	15.59740573
146	9.143066089	9.994577859	1.263556998	0.169106962	0.023187357	9.994577859
147	0.80663832	7.071878798	0.260975776	0.529160446	0.002410157	7.071878798
148	1.461907008	3.389239184	3.339599702	1.889008701	0.031266456	3.389239184
149	0.602593965	0.481483495	2.03851171	0.275985458	0.012942187	2.03851171
150	2.659212437	7.028908508	0.758542521	0.431859419	0.018753318	7.028908508
151	1.190465487	2.873351145	1.137513101	1.190713865	0.029580132	2.873351145
152	4.413587382	0.322452408	2.92536885	2.04850333	0.00079574	4.413587382
153	1.644867404	4.439441298	0.095527354	0.18087365	0.008296019	4.439441298
154	0.439956097	17.85480211	0.939540034	0.714616191	0.010253456	17.85480211
155	2.654428429	3.611456881	2.087623891	1.32070143	0.03251482	3.611456881
156	2.149329577	2.374258712	1.192583034	0.701779069	0.027271382	2.374258712
157	2.084591284	5.099765164	1.035594643	0.459000687	0.003193801	5.099765164
158	5.434269918	9.594333094	0.338517058	0.732164783	0.021621433	9.594333094
159	8.488295541	8.393249381	1.76082546	0.116137098	0.037182563	8.488295541
160	3.549147774	1.738146084	0.133936271	0.592070317	0.0126116	3.549147774
161	7.290696813	0.415526623	1.387452794	0.1705157	7.58E-05	7.290696813
162	8.065519639	17.91040832	1.357756426	2.805567346	0.027360643	17.91040832
163	3.198387573	6.053088074	1.434425875	0.020801191	0.012573046	6.053088074
164	1.228164619	1.324210435	0.967845032	0.150118357	0.017156567	1.324210435
165	8.167209139	14.2279392	0.960363449	0.612409975	0.009137752	14.2279392
166	3.085250923	8.535589861	0.214333259	0.070950048	0.010176229	8.535589861
167	0.259267195	2.457377898	0.975678051	0.89005798	0.025694661	2.457377898
168	2.211420987	0.711597141	0.619331136	1.777676989	0.026005528	2.211420987
169	3.959804485	1.931413493	0.931264892	1.382509087	0.002711316	3.959804485
170	18.19477259	0.887002502	0.540713315	0.807162938	0.005628766	18.19477259
171	0.35581134	1.261542249	0.409831661	0.960652778	0.006065988	1.261542249
172	23.455339	0.898727609	0.343295205	0.108216661	0.004423605	23.455339
173	4.04353775	0.067419977	0.556478751	1.780074775	0.019090987	4.04353775
174	0.890784595	5.477045729	1.649925698	0.931781398	0.002882296	5.477045729
175	2.013819187	0.028833531	0.113398323	1.149869179	0.006120521	2.013819187
176	2.025282918	1.805285979	0.697157908	0.215435076	0.036053721	2.025282918
177	1.852554079	1.187841891	0.989594369	1.020346659	0.002751483	1.852554079
178	0.56787018	1.357404911	1.798817395	0.478590397	0.020403493	1.798817395
179	2.568825204	3.181317337	2.554882731	1.390236782	0.025930387	3.181317337
180	1.620474037	2.585418899	0.624126207	0.417754062	0.009462647	2.585418899
181	0.559678536	20.73736837	0.164264021	0.601500696	0.037194685	20.73736837
182	2.307848846	7.120465288	2.450899	0.118681333	0.01409712	7.120465288
183	1.708474629	5.759305836	1.208873078	0.80548783	0.016653666	5.759305836
184	2.198955103	0.059888647	0.023134123	0.10512341	0.003545523	2.198955103
185	6.926374756	11.39912884	1.080448621	1.254596033	0.009173091	11.39912884
186	5.155694519	4.703389108	0.335588156	0.071203335	0.014623941	5.155694519
187	0.857234209	57.69941388	1.390706545	0.972450592	0.051788644	57.69941388
188	1.614988817	1.473725162	1.396268802	0.126868208	0.018229799	1.614988817
189	3.902835926	2.258469186	0.375928784	0.455338239	0.005259473	3.902835926
190	2.212185532	6.652318184	0.667975273	0.254698502	0.024077063	6.652318184
191	2.321134214	0.491651185	1.055415291	0.653904168	0.015081663	2.321134214
192	0.089901541	8.853429512	0.03742478	1.294893947	0.003361636	8.853429512
193	1.379530087	4.905487644	0.114297168	0.384251913	0.009317243	4.905487644
194	0.393044642	1.652682294	0.355513778	1.440475322	0.004461693	1.652682294
195	0.218534095	2.40652676	0.402026534	0.54271966	0.003726	2.40652676
196	5.483236822	0.080351503	2.486557892	0.709097317	0.009753811	5.483236822
197	8.123009098	3.970367577	0.120101529	0.779102227	0.004438665	8.123009098
198	9.628865986	0.686663678	1.830785486	0.520075856	0.008412264	9.628865986
199	1.999676804	11.98704546	0.282838191	0.66048583	0.013408432	11.98704546
